FID,t_nr,vejnavn,beskrivelse,husnummer,type,taelling_type,fod_7_19,aadt_fod_7_19,hvdt_fod_7_19,fod_7_21,aadt_fod_7_21,hvdt_fod_7_21,fod_7_24,aadt_fod_7_24,hvdt_fod_7_24,aadt_fod_label,fod_gns_10_18,taelle_dato,aar,link,ogc_fid,wkb_geometry
trafiktaelling_fodg.318,10105,Gothersgade,FOD,115,100,Øvrige tællinger,8216,9600,9900,,,,,,,9600,,20170622,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/b6lpNSs16j.pdf,318,POINT (12.574485199883847 55.68427809709984)
trafiktaelling_fodg.319,10108,Nybrogade,,22,100,Øvrige tællinger,3740,4400,4500,,,,,,,4400,,20230926,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/H7frmZJT57.pdf,319,POINT (12.576096831360365 55.676261898967994)
trafiktaelling_fodg.320,10109,Belvederebroen,,,100,Øvrige tællinger,324,400,400,,,,,,,400,,20210915,2021,https://kk.sites.itera.dk/apps/kk_trafik/pdf/DAAeVIoKml.pdf,320,POINT (12.553151883680954 55.65596556889659)
trafiktaelling_fodg.321,10110,Bernstoffsgade,FOD,4,3,Andre faste tællinger,17373,20300,21000,,,,,,,20300,,20170608,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/2f05wruNhb.pdf,321,POINT (12.564963255557165 55.673903153779776)
trafiktaelling_fodg.322,10111,Frederiksborggade,FOD,37,100,Øvrige tællinger,10063,11800,12200,,,,,,,11800,,20170620,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/kvpxqS1AJl.pdf,322,POINT (12.566525321265258 55.6855308077827)
trafiktaelling_fodg.323,10112,Frederiksholms Kanal,FOD,12,100,Øvrige tællinger,5287,6200,6400,,,,,,,6200,,20230926,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/pBPfpkrUal.pdf,323,POINT (12.576122739033346 55.67500432855457)
trafiktaelling_fodg.324,10113,Frederiksholms Kanal,FOD,28A,100,Øvrige tællinger,1406,1600,1700,,,,,,,1600,,20170621,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/N416CSCx0n.pdf,324,POINT (12.57811522822455 55.6733649561048)
trafiktaelling_fodg.325,10115,Gothersgade,FOD,3,100,Øvrige tællinger,10613,12400,12800,,,,,,,12400,,20170622,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/iPn8b6beUU.pdf,325,POINT (12.584931929327317 55.681480310256525)
trafiktaelling_fodg.326,10120,"Torvegade, ved Ravelinen",FOD,,100,Øvrige tællinger,4075,4800,4900,,,,,,,4800,,20230912,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/z4wDKXJMLM.pdf,326,POINT (12.59524647045448 55.670274108752125)
trafiktaelling_fodg.327,10121,Vendersgade,FOD,16,100,Øvrige tællinger,3936,4600,4800,,,,,,,4600,,20170620,2017,https://kk.sites.itera.dk/apps/kk_trafik/pdf/8UEnl1s1Av.pdf,327,POINT (12.566758507000928 55.68459146080963)
trafiktaelling_fodg.328,10124,Bernstoffsgade,FOD,24,100,Øvrige tællinger,13035,15300,15800,,,,,,,15300,,20170823,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/wLjv1WaGSt.pdf,328,POINT (12.567113018790247 55.67184633818916)
trafiktaelling_fodg.329,10134,Nørregade,FOD,40,100,Øvrige tællinger,7030,8200,8500,,,,,,,8200,,20230608,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/YdiJW7uc1o.pdf,329,POINT (12.571046110215686 55.682182628766846)
trafiktaelling_fodg.330,10135,Marmorbroen,FOD,,100,Øvrige tællinger,3234,3800,3900,,,,,,,3800,,20180620,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/uHnFBHIMUI.pdf,330,POINT (12.576740619629756 55.67483011527256)
trafiktaelling_fodg.331,10136,Prinsensbro,FOD,,100,Øvrige tællinger,2609,3100,3200,,,,,,,3100,,20180620,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/ZQ3JvX1eAF.pdf,331,POINT (12.577588857962073 55.674177913913255)
trafiktaelling_fodg.332,10139,Højbro,FOD,,100,Øvrige tællinger,8487,9900,10300,,,,,,,9900,,20230926,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/IhJ1hpuQim.pdf,332,POINT (12.57982534571173 55.677608097692506)
trafiktaelling_fodg.333,10150,Tøjhusgade,FOD,9,100,Øvrige tællinger,1892,2200,2300,,,,,,,2200,,20180620,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/Oy6aUW1jF0.pdf,333,POINT (12.578791402121581 55.67460228370171)
trafiktaelling_fodg.334,10151,Linnésgade,,12,100,Øvrige tællinger,4527,5300,5500,,,,,,,5300,,20180503,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/UiOen5uDM5.pdf,334,POINT (12.569577361692945 55.68311969218499)
trafiktaelling_fodg.335,10152,Alfred Nobels Bro,CYK + FOD,,100,Øvrige tællinger,857,1000,1000,,,,,,,1000,,20220929,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/pBnHB1o33t.pdf,335,POINT (12.555967114060318 55.653255697365324)
trafiktaelling_fodg.336,10154,Frederikssundsvej,FOD,321/312A,100,Øvrige tællinger,1784,2100,2200,,,,,,,2100,,20190620,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/3I9eFmNcKX.pdf,336,POINT (12.473773197549951 55.71142923341995)
trafiktaelling_fodg.337,10155,Istedgade,FOD,100,100,Øvrige tællinger,5287,6200,6400,,,,,,,6200,,20190625,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/hM2bx5sj0d.pdf,337,POINT (12.552195356129229 55.668921292340706)
trafiktaelling_fodg.338,10156,Vesterbrogade,FOD,124,100,Øvrige tællinger,7253,8500,8800,,,,,,,8500,,20190627,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/dMV0QpTgFQ.pdf,338,POINT (12.543474781288985 55.67095808827138)
trafiktaelling_fodg.339,10156,Nørrebrogade,FOD,148,100,Øvrige tællinger,7253,8500,8800,,,,,,,8500,,20190627,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/dMV0QpTgFQ.pdf,339,POINT (12.54826274878456 55.694818544498865)
trafiktaelling_fodg.340,10157,Valby Langgade,FOD,44B/49B,100,Øvrige tællinger,4571,5300,5500,,,,,,,5300,,20190625,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/y4ILRuwvdd.pdf,340,POINT (12.516597995179225 55.66668003293783)
trafiktaelling_fodg.341,10158,Vesterbrogade,FOD,34/41,100,Øvrige tællinger,7288,8500,8800,,,,,,,8500,,20190625,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/1jIlqMApOA.pdf,341,POINT (12.556516584739832 55.672560944793815)
trafiktaelling_fodg.342,10161,Jægersborggade,FOD,15-Dec,100,Øvrige tællinger,3897,4600,4700,,,,,,,4600,,20190627,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/3LWtDmKL8t.pdf,342,POINT (12.544856915173208 55.692129492430404)
trafiktaelling_fodg.343,10166,Lille Langebro,cykel- og gangbro ,-,2,Søsnittet,5152,6000,6200,,,,,,,6000,,20240905,2024,https://kk.sites.itera.dk/apps/kk_trafik/pdf/bYXJLUhK2q.pdf,343,POINT (12.579843934136612 55.67102821877832)
trafiktaelling_fodg.344,10168,Fælledvej,FOD,04-Jan,100,Øvrige tællinger,4098,4800,5000,,,,,,,4800,,20090422,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/RFXcYlFIF5.pdf,344,POINT (12.55986829910906 55.688487715379985)
trafiktaelling_fodg.345,10169,Borgbjergsvej,FOD,8,100,Øvrige tællinger,1278,1500,1500,,,,,,,1500,,20190903,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/o9JvYfc8r9.pdf,345,POINT (12.538436464028333 55.65260753488689)
trafiktaelling_fodg.346,10170,Borgbjergsvej,FOD,51,100,Øvrige tællinger,1050,1200,1300,,,,,,,1200,,20190903,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/p8bI2WZLQ9.pdf,346,POINT (12.534963182497544 55.64933829880899)
trafiktaelling_fodg.347,10173,Elmegade,FOD,8,100,Øvrige tællinger,4608,5400,5600,,,,,,,5400,,20190627,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/XmkUqG2oqH.pdf,347,POINT (12.558448890617846 55.68976581992901)
trafiktaelling_fodg.348,10173,Fælledparken,CYKL+FODG,,100,Øvrige tællinger,4608,5400,5600,,,,,,,5400,,20190627,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/XmkUqG2oqH.pdf,348,POINT (12.570894438060792 55.696425668443126)
trafiktaelling_fodg.349,10178,Karens Minde v. Thomas Koppels Allé,CYKL+FODG,,100,Øvrige tællinger,304,400,400,,,,,,,400,,20190828,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/IUMlw0gpT9.pdf,349,POINT (12.530960063914618 55.64589713236023)
trafiktaelling_fodg.350,10179,Kirsebærhaven,TRAFIK,10,100,Øvrige tællinger,701,800,800,,,,,,,800,,20190618,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/ZvKrmh4aZz.pdf,350,POINT (12.503275444518245 55.64937903079857)
trafiktaelling_fodg.351,10180,Karens Minde v. Wagnersvej,CYKL+FODG,,100,Øvrige tællinger,607,700,700,,,,,,,700,,20190828,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/xLwITwUsdy.pdf,351,POINT (12.529619140351258 55.64710829706535)
trafiktaelling_fodg.352,10181,Scandiagade,FOD,68,100,Øvrige tællinger,445,500,500,,,,,,,500,,20190903,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/Mz83n15NXd.pdf,352,POINT (12.53774214924108 55.64960126477536)
trafiktaelling_fodg.353,10182,Scandiagade,FOD,70,100,Øvrige tællinger,325,400,400,,,,,,,400,,20190903,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/pkpB6WC2Zm.pdf,353,POINT (12.537364145394935 55.64953197814127)
trafiktaelling_fodg.354,10183,Vigerslevvej,Vigerslevparken indgang ved Folehaven,242,100,Øvrige tællinger,187,200,200,,,,,,,200,,20190618,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/6VNO2tE9O0.pdf,354,POINT (12.48771007861509 55.652330930539954)
trafiktaelling_fodg.355,10184,Vigerslevvej,Vigerslevparken indgang ved Kirsebærhaven,310,100,Øvrige tællinger,91,100,100,,,,,,,100,,20190618,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/9e7YTuq76X.pdf,355,POINT (12.493484889575178 55.64757289020528)
trafiktaelling_fodg.356,10186,Vigerslevvej,Vigerslevparken indgang ved Åhaven,282A,100,Øvrige tællinger,313,400,400,,,,,,,400,,20190618,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/03hA3UXvRr.pdf,356,POINT (12.490346262018098 55.64914445274856)
trafiktaelling_fodg.357,10190,Fælledparken - v. indgang fra Øster Allé,OPHOLD,,101,Krydstællinger,1525,1800,1800,,,,,,,1800,,20090924,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/wxpzOoO3Wz.pdf,357,POINT (12.569539076053983 55.7023366152843)
trafiktaelling_fodg.358,10192,Peter Fabers Gade,nordøst for Nørrebrogade,7,100,Øvrige tællinger,997,1200,1200,,,,,,,1200,,20100421,2010,https://kk.sites.itera.dk/apps/kk_trafik/pdf/DkFOekgozl.pdf,358,POINT (12.555245843493017 55.69100325701386)
trafiktaelling_fodg.359,10193,Stengade,sydvest for Nørrebrogade,2,100,Øvrige tællinger,905,1100,1100,,,,,,,1100,,20100421,2010,https://kk.sites.itera.dk/apps/kk_trafik/pdf/M9dSbp4F0y.pdf,359,POINT (12.557008087062215 55.68902867255583)
trafiktaelling_fodg.360,10204,Folehavebroen,CYK + FOD,,100,Øvrige tællinger,376,400,500,,,,,,,400,,20240515,2024,https://kk.sites.itera.dk/apps/kk_trafik/pdf/gzmqhIg6Oh.pdf,360,POINT (12.487087256771844 55.65274775487969)
trafiktaelling_fodg.361,10208,Frederiksholms Kanal,,29,100,Øvrige tællinger,509,600,600,,,,,,,600,,20230614,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/TpQcK53dgQ.pdf,361,POINT (12.579250049737817 55.67315573105684)
trafiktaelling_fodg.362,10209,Stefansgade,FOD,37,100,Øvrige tællinger,3825,4500,4600,,,,,,,4500,,20210901,2021,https://kk.sites.itera.dk/apps/kk_trafik/pdf/QLqSMv7Dc1.pdf,362,POINT (12.542936220216177 55.694441757294335)
trafiktaelling_fodg.363,10214,Nordre Frihavnsgade,FOD,84,100,Øvrige tællinger,3373,3900,4100,,,,,,,3900,,20220616,2022,https://kk.sites.itera.dk/apps/kk_trafik/pdf/X62buyin7R.pdf,363,POINT (12.586745125537457 55.70324309382363)
trafiktaelling_fodg.364,10221,Peblinge Dossering,FOD,4,100,Øvrige tællinger,1539,1800,1900,,,,,,,1800,,20240924,2024,https://kk.sites.itera.dk/apps/kk_trafik/pdf/UeIMm3gQS4.pdf,364,POINT (12.562013339867999 55.686962661025)
trafiktaelling_fodg.365,10225,Langelinie,,1,100,Øvrige tællinger,2599,3000,3100,,,,,,,3000,,20230622,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/qBKS8jxnxs.pdf,365,POINT (12.595006425749576 55.69427370354807)
trafiktaelling_fodg.366,10232,Hamletsgade,FOD,12B,100,Øvrige tællinger,1332,1600,1600,,,,,,,1600,,20090618,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/c1IT5m9Dcg.pdf,366,POINT (12.545612941792415 55.70182341796601)
trafiktaelling_fodg.367,10233,Ægirsgade,FOD,1,100,Øvrige tællinger,859,1000,1000,,,,,,,1000,,20090618,2009,https://kk.sites.itera.dk/apps/kk_trafik/pdf/i2JExN09j0.pdf,367,POINT (12.544393527646324 55.69772470561353)
trafiktaelling_fodg.368,10234,Mimersgade,vest for Jagtvej,2,100,Øvrige tællinger,1151,1300,1400,,,,,,,1300,,20100422,2010,https://kk.sites.itera.dk/apps/kk_trafik/pdf/3sRvT6rC93.pdf,368,POINT (12.552211928586491 55.6978889639952)
trafiktaelling_fodg.369,10237,Rosenborggade,,19,100,Øvrige tællinger,2088,2400,2500,,,,,,,2400,,20230607,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/DxmExhzE3q.pdf,369,POINT (12.574896630681861 55.68403922897099)
trafiktaelling_fodg.370,10238,Sjæleboderne,,1,100,Øvrige tællinger,527,600,600,,,,,,,600,,20230607,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/ZB60jPcfij.pdf,370,POINT (12.579567092959726 55.68255791815277)
trafiktaelling_fodg.371,10239,Møntergade,,21,100,Øvrige tællinger,3988,4700,4800,,,,,,,4700,,20230607,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/iKIIl34qpk.pdf,371,POINT (12.580389049830815 55.68244187885189)
trafiktaelling_fodg.372,10241,Ny Adelgade,,2,100,Øvrige tællinger,3570,4200,4300,,,,,,,4200,,20230607,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/2iraCk52k0.pdf,372,POINT (12.584506655097139 55.68107982188314)
trafiktaelling_fodg.373,10242,Lille Kongensgade,,4,100,Øvrige tællinger,6469,7600,7800,,,,,,,7600,,20230622,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/juJ0AOthZX.pdf,373,POINT (12.58457355389556 55.6796627895094)
trafiktaelling_fodg.374,10244,Havnegade,,3,100,Øvrige tællinger,1154,1400,1400,,,,,,,1400,,20230614,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/aiA9PaArH5.pdf,374,POINT (12.58548428398125 55.67618058060242)
trafiktaelling_fodg.375,10245,Ny Vestergade,,7,100,Øvrige tællinger,2599,3000,3100,,,,,,,3000,,20230617,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/9RxTQWSBsy.pdf,375,POINT (12.574526891520254 55.67406406561069)
trafiktaelling_fodg.376,10246,Sankt Peders Stræde,,34,100,Øvrige tællinger,2534,3000,3100,,,,,,,3000,,20230608,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/dZYXCIifDN.pdf,376,POINT (12.567210289908893 55.67874597252969)
trafiktaelling_fodg.377,10247,Tornebuskegade,,7,100,Øvrige tællinger,4339,5100,5300,,,,,,,5100,,20230608,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/Atv73SJOyX.pdf,377,POINT (12.573878160934248 55.68394876166879)
trafiktaelling_fodg.378,10251,Guldbergsgade,FOD,35,100,Øvrige tællinger,2397,2800,2900,,,,,,,2800,,20230906,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/laP4sYAGZk.pdf,378,POINT (12.556170874061214 55.692583720957735)
trafiktaelling_fodg.379,10253,Guldbergsgade,FOD,88,100,Øvrige tællinger,1863,2200,2300,,,,,,,2200,,20230906,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/pIiedVDkNB.pdf,379,POINT (12.55331766535213 55.69611997621076)
trafiktaelling_fodg.380,10254,Ho Chi Mihn-stien,,,100,Øvrige tællinger,2133,2500,2600,,,,,,,2500,,20210922,2021,https://kk.sites.itera.dk/apps/kk_trafik/pdf/TQDuLCLt3l.pdf,380,POINT (12.585906581021026 55.69638168397431)
trafiktaelling_fodg.381,10256,Kapelvej,FOD,1,100,Øvrige tællinger,2181,2600,2600,,,,,,,2600,,20230906,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/snPzTvwAVl.pdf,381,POINT (12.554301630416061 55.69024741821139)
trafiktaelling_fodg.382,10257,Kortløb,krydsende fodgængerfeltet,,100,Øvrige tællinger,1049,1200,1300,,,,,,,1200,,20230913,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/ZUL9U4Ozvk.pdf,382,POINT (12.5579699049744 55.65881365176243)
trafiktaelling_fodg.383,10259,Ravnsborggade,FOD,20,100,Øvrige tællinger,2499,2900,3000,,,,,,,2900,,20230906,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/Bfpy6kGlSL.pdf,383,POINT (12.562994562679059 55.6893458229017)
trafiktaelling_fodg.384,10261,Ryesgade,FOD,9,100,Øvrige tællinger,1021,1200,1200,,,,,,,1200,,20230906,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/lf2KezaANw.pdf,384,POINT (12.564981308981249 55.69086782370545)
trafiktaelling_fodg.385,10262,Avedøreruten,Supercykelsti ved Mågestien (Hvidovre),,100,Øvrige tællinger,150,200,200,,,,,,,200,,20230925,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/KGO165qH8M.pdf,385,POINT (12.473773616251759 55.61743912812532)
trafiktaelling_fodg.386,10263,Avedøreruten,Supercykelsti ved Selinevej,,100,Øvrige tællinger,136,200,200,,,,,,,200,,20230925,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/eAS4j8erVr.pdf,386,POINT (12.54746763594774 55.637596680098014)
trafiktaelling_fodg.387,10265,Christian IX's Gade,FOD,7,100,Øvrige tællinger,4702,5500,5700,,,,,,,5500,,20230607,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/ZWCpFTWYL2.pdf,387,POINT (12.580965443985482 55.682332848533335)
trafiktaelling_fodg.388,10267,Grønnegade,FOD,36,100,Øvrige tællinger,8023,9400,9700,,,,,,,9400,,20230607,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/VqF2mMoZqy.pdf,388,POINT (12.583440952616959 55.6815447774983)
trafiktaelling_fodg.389,10269,Landemærket,syd for Gothersgade,26,100,Øvrige tællinger,5526,6500,6700,,,,,,,6500,,20230607,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/YJpYOtktlw.pdf,389,POINT (12.578029480078296 55.682970249675535)
trafiktaelling_fodg.390,10270,Nyhavn,,2,100,Øvrige tællinger,12566,14700,15200,,,,,,,14700,,20230614,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/k5cJHJTta8.pdf,390,POINT (12.588222253427478 55.680177612124304)
trafiktaelling_fodg.391,10272,Admiralgade,,31,100,Øvrige tællinger,582,700,700,,,,,,,700,,20230921,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/C4hhQcJkvr.pdf,391,POINT (12.582775246227246 55.677019910218085)
trafiktaelling_fodg.392,10274,Bremerholm,FOD,39,100,Øvrige tællinger,2254,2600,2700,,,,,,,2600,,20230921,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/IIm5w38oqh.pdf,392,POINT (12.58435283313653 55.677459866199435)
trafiktaelling_fodg.393,10275,Bryghuspladsen,CYKL,1,100,Øvrige tællinger,2901,3400,3500,,,,,,,3400,,20230926,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/GQHvMHTkMQ.pdf,393,POINT (12.578304254729332 55.67230350138459)
trafiktaelling_fodg.394,10277,Frederiksholms Kanal,FODG,6,100,Øvrige tællinger,5904,6900,7100,,,,,,,6900,,20230926,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/t3SkZezFzO.pdf,394,POINT (12.575215309765232 55.67575360284012)
trafiktaelling_fodg.395,10279,Nikolajgade,TRAFIK,25,100,Øvrige tællinger,471,600,600,,,,,,,600,,20230921,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/veH1GJz43R.pdf,395,POINT (12.58335437518775 55.67743219011894)
trafiktaelling_fodg.396,10280,Ny Kongensgade,FODG,15,100,Øvrige tællinger,2029,2400,2500,,,,,,,2400,,20230613,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/CpUjRiG4Pt.pdf,396,POINT (12.575893918631035 55.673531751432456)
trafiktaelling_fodg.397,10285,Ved Stranden,vest for Holmens Kanal,2,100,Øvrige tællinger,2833,3300,3400,,,,,,,3300,,20230912,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/qlYPV3RRnM.pdf,397,POINT (12.58233854540193 55.6768780790445)
trafiktaelling_fodg.398,10286,Vestergade,FOD,37,100,Øvrige tællinger,7043,8200,8500,,,,,,,8200,,20230613,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/SgayjgPD5B.pdf,398,POINT (12.568829846992298 55.67683210591664)
trafiktaelling_fodg.399,10293,Nygårdsvej,TRAFIK,65,100,Øvrige tællinger,1440,1700,1700,,,,,,,1700,,20240507,2024,https://kk.sites.itera.dk/apps/kk_trafik/pdf/iruRplCHne.pdf,399,POINT (12.566413237893244 55.710722533387774)
trafiktaelling_fodg.400,10298,Lavendelstræde,nord for Vester Voldgade,16,100,Øvrige tællinger,2732,3200,3300,,,,,,,3200,,20230613,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/JSOj3HWkUE.pdf,400,POINT (12.571155330899717 55.676062379777115)
trafiktaelling_fodg.401,10303,Store Regnegade,FOD,,100,Øvrige tællinger,5546,6500,6700,,,,,,,6500,,20230607,2023,https://kk.sites.itera.dk/apps/kk_trafik/pdf/AEa6xmZlT9.pdf,401,POINT (12.582551069203959 55.681859432588034)